bm_name	bm_query	gen_exs	inf_typs	num_exs	rank	prefilter_counts	postfilter_counts	var_counts	arg_counts
			(Ord b1, Eq c1) => [b1] -> (b1 -> c1) -> b1						
firstMatch	[a] -> (a -> Bool) -> a	"yQl|" (\x -> case x of 'a' -> True; ' ' -> False; 'b' -> False; 'A' -> True; _ -> error "unhandled";) ==> '|'	[b1] -> (b1 -> Bool) -> b1	2	1	1873	301	1	2
		"0+\160399" (\x -> case x of 'a' -> False; ' ' -> True; 'b' -> False; 'A' -> False; _ -> error "unhandled";) ==> '+'	[Char] -> (Char -> Bool) -> Char						
			(Ord c1) => [b1] -> (b1 -> c1) -> b1						
			(Eq c1) => [b1] -> (b1 -> c1) -> b1						
			(Eq b1) => [Char] -> (Char -> b1) -> Char						
			(Ord b1) => [Char] -> (Char -> b1) -> Char						
			(Ord b1) => [b1] -> (b1 -> Bool) -> b1						
			(Eq b1) => [b1] -> (b1 -> Bool) -> b1						
			(Ord b1, Ord c1) => [b1] -> (b1 -> c1) -> b1						
			(Ord b1, Eq c1) => [b1] -> (b1 -> c1) -> b1						
firstMatch	[a] -> (a -> Bool) -> a	"yQl|" (\x -> case x of 'a' -> True; ' ' -> False; 'b' -> False; 'A' -> True; _ -> error "unhandled";) ==> '|'	[t0] -> (t0 -> Bool) -> t0	3	1	156	18	1	2
		"0+\160399" (\x -> case x of 'a' -> False; ' ' -> True; 'b' -> False; 'A' -> False; _ -> error "unhandled";) ==> '+'	[t0] -> (t0 -> t0) -> t0						
		["","wk","\ACKq@U\523476$","\f\316842^R'j\USQ\SUB",">\v\STX\598429\RSR\f","a\81915Ue\466644kWJg","\RSo","\aE","\US>N\712031\SOH","\418438I"] (\x -> case x of "" -> False; "a" -> True; "aa" -> True; " " -> False; _ -> error "unhandled";) ==> "wk"	(Ord u1) => [t0] -> (t0 -> u1) -> t0						
			(Eq u1) => [t0] -> (t0 -> u1) -> t0						
			(Eq t0) => [t0] -> (t0 -> Bool) -> t0						
			(Eq t0) => [t0] -> (t0 -> t0) -> t0						
			(Ord t0) => [t0] -> (t0 -> Bool) -> t0						
			(Ord t0) => [t0] -> (t0 -> t0) -> t0						
			(Eq t0, Eq u1) => [t0] -> (t0 -> u1) -> t0						
			(Eq t0, Ord u1) => [t0] -> (t0 -> u1) -> t0						
firstMaybe	[Maybe a] -> a	[Just 4,Nothing,Just (-2),Just 3,Just (-6),Just (-7)] ==> 4	[Maybe (b1)] -> b1	1	1	45	9	1	1
			[Maybe (Int)] -> Int						
			(Num b1) => [Maybe (b1)] -> b1						
			(Ord b1) => [Maybe (b1)] -> b1						
			(Eq b1) => [Maybe (b1)] -> b1						
			[Maybe (b1)] -> Int						
			(Num b1) => [Maybe (b1)] -> Int						
			(Ord b1) => [Maybe (b1)] -> Int						
			(Eq b1) => [Maybe (b1)] -> Int						
firstMaybe	[Maybe a] -> a	[Just 4,Nothing,Just (-2),Just 3,Just (-6),Just (-7)] ==> 4	[Maybe (t0)] -> t0	2	1	12	4	1	1
		[Just (-14.558660481849467),Just 1.5612400986000554,Nothing,Nothing] ==> -14.558660481849467	(Eq t0) => [Maybe (t0)] -> t0						
			(Num t0) => [Maybe (t0)] -> t0						
			(Ord t0) => [Maybe (t0)] -> t0						
firstMaybe	[Maybe a] -> a	[Just 4,Nothing,Just (-2),Just 3,Just (-6),Just (-7)] ==> 4	[Maybe (t1)] -> t1	3	1	9	3	1	1
		[Just (-14.558660481849467),Just 1.5612400986000554,Nothing,Nothing] ==> -14.558660481849467	(Eq t1) => [Maybe (t1)] -> t1						
		[Nothing,Just "\662332tS\756865",Just ">s\310178l\713870",Nothing,Just "\187174\920123\ri\EOT\22369Ao",Just "d\359682\979963\ESC\405754",Just "",Just "[\t]\am\CAN$=\540888",Nothing] ==> "\662332tS\756865"	(Ord t1) => [Maybe (t1)] -> t1						
rights	[Either a b] -> Either a [b]	[Left "vD\963049\111551",Right 5.138388014673416] ==> Right [5.138388014673416]	[Either ([b1]) (c1)] -> Either (b1) ([c1])	1	3	482	110	2	1
			[Either ([b1]) (c1)] -> Either (c1) ([c1])						
			[Either (b1) (c1)] -> Either (b1) ([c1])						
			[Either (b1) (c1)] -> Either (c1) ([c1])						
			[Either ([Char]) (b1)] -> Either (b1) ([b1])						
			[Either ([b1]) (Double)] -> Either (b1) ([Double])						
			[Either (b1) (Double)] -> Either (b1) ([Double])						
			(Num c1) => [Either ([b1]) (c1)] -> Either (b1) ([c1])						
			(Num c1) => [Either ([b1]) (c1)] -> Either (c1) ([c1])						
			(Ord c1) => [Either ([b1]) (c1)] -> Either (b1) ([c1])						
rights	[Either a b] -> Either a [b]	[Left "vD\963049\111551",Right 5.138388014673416] ==> Right [5.138388014673416]	[Either ([b1]) (c1)] -> Either (b1) ([c1])	2	3	482	110	2	1
		[Right 9.676646600525594,Right 107.40331926460446,Right (-55.84708181462809),Right 15.233595525314497] ==> Right [9.676646600525594,107.40331926460446,-55.84708181462809,15.233595525314497]	[Either ([b1]) (c1)] -> Either (c1) ([c1])						
			[Either (b1) (c1)] -> Either (b1) ([c1])						
			[Either (b1) (c1)] -> Either (c1) ([c1])						
			[Either ([Char]) (b1)] -> Either (b1) ([b1])						
			[Either ([b1]) (Double)] -> Either (b1) ([Double])						
			[Either (b1) (Double)] -> Either (b1) ([Double])						
			(Num c1) => [Either ([b1]) (c1)] -> Either (b1) ([c1])						
			(Num c1) => [Either ([b1]) (c1)] -> Either (c1) ([c1])						
			(Ord c1) => [Either ([b1]) (c1)] -> Either (b1) ([c1])						
rights	[Either a b] -> Either a [b]	[Left "vD\963049\111551",Right 5.138388014673416] ==> Right [5.138388014673416]	[Either (t0) (t1)] -> Either (t0) ([t1])	3	1	63	36	2	1
		[Right 9.676646600525594,Right 107.40331926460446,Right (-55.84708181462809),Right 15.233595525314497] ==> Right [9.676646600525594,107.40331926460446,-55.84708181462809,15.233595525314497]	[Either (t0) (t1)] -> Either (t1) ([t1])						
		[Right "\DEL",Right "F\634942",Left ')',Right "\ACK0\ETX\715548",Left '\802243',Left ']'] ==> Right ["\DEL","F\634942","\ACK0\ETX\715548"]	(Eq t0) => [Either (t0) (t1)] -> Either (t0) ([t1])						
			(Eq t0) => [Either (t0) (t1)] -> Either (t1) ([t1])						
			(Ord t0) => [Either (t0) (t1)] -> Either (t0) ([t1])						
			(Ord t0) => [Either (t0) (t1)] -> Either (t1) ([t1])						
			(Eq t1) => [Either (t0) (t1)] -> Either (t0) ([t1])						
			(Eq t1) => [Either (t0) (t1)] -> Either (t1) ([t1])						
			(Ord t1) => [Either (t0) (t1)] -> Either (t0) ([t1])						
			(Ord t1) => [Either (t0) (t1)] -> Either (t1) ([t1])						
firstKey	[(a,b)] -> a	[(2,'?'),(-6,'\t')] ==> 2	[(b1 , c1)] -> b1	1	1	264	60	2	1
			[(Int , b1)] -> Int						
			[(b1 , Char)] -> b1						
			[(Int , Char)] -> Int						
			(Ord c1) => [(b1 , c1)] -> b1						
			(Eq c1) => [(b1 , c1)] -> b1						
			(Num b1) => [(b1 , c1)] -> b1						
			(Ord b1) => [(b1 , c1)] -> b1						
			(Eq b1) => [(b1 , c1)] -> b1						
			(Eq b1) => [(Int , b1)] -> Int						
firstKey	[(a,b)] -> a	[(2,'?'),(-6,'\t')] ==> 2	[(t0 , u1)] -> t0	2	1	63	24	2	1
		[("\30584",'\SOH'),("\536668f3-f\115573",'\514247'),("\DC3\273129@\US\1084451\SOH\SOH",'\241196')] ==> "\30584"	[(t0 , Char)] -> t0						
			[(t0 , t0)] -> t0						
			(Eq t0) => [(t0 , u1)] -> t0						
			(Ord t0) => [(t0 , u1)] -> t0						
			(Ord u1) => [(t0 , u1)] -> t0						
			(Eq u1) => [(t0 , u1)] -> t0						
			(Eq t0) => [(t0 , Char)] -> t0						
			(Eq t0) => [(t0 , t0)] -> t0						
			(Ord t0) => [(t0 , Char)] -> t0						
firstKey	[(a,b)] -> a	[(2,'?'),(-6,'\t')] ==> 2	[(t1 , t2)] -> t1	3	1	63	36	2	1
		[("\30584",'\SOH'),("\536668f3-f\115573",'\514247'),("\DC3\273129@\US\1084451\SOH\SOH",'\241196')] ==> "\30584"	(Eq t1) => [(t1 , t2)] -> t1						
		[(-2,"\1013857\EOT"),(-1,"\ACK"),(-3,"\DC4~\799902I"),(2,"=")] ==> -2	(Ord t1) => [(t1 , t2)] -> t1						
			(Eq t2) => [(t1 , t2)] -> t1						
			(Ord t2) => [(t1 , t2)] -> t1						
			(Eq t1, Eq t2) => [(t1 , t2)] -> t1						
			(Eq t1, Ord t2) => [(t1 , t2)] -> t1						
			(Ord t1, Eq t2) => [(t1 , t2)] -> t1						
			(Ord t1, Ord t2) => [(t1 , t2)] -> t1						
			[(t1 , t2)] -> t2						
applyPair	(a -> b, a) -> b	((\x -> case x of 'a' -> '*'; ' ' -> '\118085'; 'b' -> 'F'; 'A' -> '\22937'; _ -> error "unhandled";),'\DC1') ==> '1'	(b1 -> b1 , b1) -> b1	1	8	1306	691	2	1
			(Char -> Char , Char) -> Char						
			(Ord b1) => (b1 -> b1 , b1) -> b1						
			(Eq b1) => (b1 -> b1 , b1) -> b1						
			(b1 -> b1 , b2) -> b1						
			(b1 -> b1 , b2) -> b2						
			(b1 -> b2 , b1) -> b1						
			(b1 -> b2 , b1) -> b2						
			(b1 -> b2 , b2) -> b1						
			(b1 -> b2 , b2) -> b2						
applyPair	(a -> b, a) -> b	((\x -> case x of 'a' -> '*'; ' ' -> '\118085'; 'b' -> 'F'; 'A' -> '\22937'; _ -> error "unhandled";),'\DC1') ==> '1'	(b1 -> b1 , b1) -> b1	2	8	1306	691	2	1
		((\x -> case x of 'a' -> '\115245'; ' ' -> 'Z'; 'b' -> 'j'; 'A' -> '\n'; _ -> error "unhandled";),' ') ==> 'Z'	(Char -> Char , Char) -> Char						
			(Ord b1) => (b1 -> b1 , b1) -> b1						
			(Eq b1) => (b1 -> b1 , b1) -> b1						
			(b1 -> b1 , b2) -> b1						
			(b1 -> b1 , b2) -> b2						
			(b1 -> b2 , b1) -> b1						
			(b1 -> b2 , b1) -> b2						
			(b1 -> b2 , b2) -> b1						
			(b1 -> b2 , b2) -> b2						
applyPair	(a -> b, a) -> b	((\x -> case x of 'a' -> '*'; ' ' -> '\118085'; 'b' -> 'F'; 'A' -> '\22937'; _ -> error "unhandled";),'\DC1') ==> '1'	(b1 -> t0 , b1) -> t0	3	1	439	180	2	1
		((\x -> case x of 'a' -> '\115245'; ' ' -> 'Z'; 'b' -> 'j'; 'A' -> '\n'; _ -> error "unhandled";),' ') ==> 'Z'	(Char -> t0 , Char) -> t0						
		((\x -> case x of 'a' -> "\t\214681"; ' ' -> "\1044764\387175"; 'b' -> "*nM%T\ETX\513600\1034848~j"; 'A' -> "\DC2\101635 )\7603B\aP"; _ -> error "unhandled";),'C') ==> "-B\\!Z\196429%\503953~\660267"	(t0 -> t0 , t0) -> t0						
			(Eq t0) => (b1 -> t0 , b1) -> t0						
			(Ord t0) => (b1 -> t0 , b1) -> t0						
			(Ord b1) => (b1 -> t0 , b1) -> t0						
			(Eq b1) => (b1 -> t0 , b1) -> t0						
			(Eq t0) => (Char -> t0 , Char) -> t0						
			(Ord t0) => (Char -> t0 , Char) -> t0						
			(b1 -> t0 , b2) -> t0						
firstRight	[Either a b] -> Either a b	[Left "\501002",Left "n\CAN1",Right '2'] ==> Right '2'	[Either ([b1]) (b1)] -> Either (b1) (b1)	1	8	348	111	2	1
			(Ord b1) => [Either ([b1]) (b1)] -> Either (b1) (b1)						
			(Eq b1) => [Either ([b1]) (b1)] -> Either (b1) (b1)						
			[Either ([b1]) (b2)] -> Either (b1) (b1)						
			[Either ([b1]) (b2)] -> Either (b2) (b1)						
			[Either ([b1]) (b2)] -> Either (b1) (b2)						
			[Either ([b1]) (b2)] -> Either (b2) (b2)						
			[Either (b1) (c1)] -> Either (b1) (c1)						
			[Either (b1) (c1)] -> Either (c1) (c1)						
			[Either ([Char]) (b1)] -> Either (b1) (Char)						
firstRight	[Either a b] -> Either a b	[Left "\501002",Left "n\CAN1",Right '2'] ==> Right '2'	[Either (t0) (u1)] -> Either (t0) (u1)	2	1	183	66	2	1
		[Right '\865888',Left '\293091',Right ']',Left '\SO',Right '9',Left 'S',Left '\NUL',Right '\25934'] ==> Right '\865888'	[Either (t0) (u1)] -> Either (u1) (u1)						
			[Either (t0) (Char)] -> Either (t0) (Char)						
			[Either (t0) (t0)] -> Either (t0) (t0)						
			(Eq t0) => [Either (t0) (u1)] -> Either (t0) (u1)						
			(Eq t0) => [Either (t0) (u1)] -> Either (u1) (u1)						
			(Ord t0) => [Either (t0) (u1)] -> Either (t0) (u1)						
			(Ord t0) => [Either (t0) (u1)] -> Either (u1) (u1)						
			(Ord u1) => [Either (t0) (u1)] -> Either (t0) (u1)						
			(Ord u1) => [Either (t0) (u1)] -> Either (u1) (u1)						
firstRight	[Either a b] -> Either a b	[Left "\501002",Left "n\CAN1",Right '2'] ==> Right '2'	[Either (t1) (t1)] -> Either (t1) (t1)	3	NO ANSWER	24	9	2	1
		[Right '\865888',Left '\293091',Right ']',Left '\SO',Right '9',Left 'S',Left '\NUL',Right '\25934'] ==> Right '\865888'	(Eq t1) => [Either (t1) (t1)] -> Either (t1) (t1)						
		[Right 17.831941197313377,Left 25.241202483535165,Left (-4.048420648191648),Left (-7.040432482463714)] ==> Right 17.831941197313377	(Ord t1) => [Either (t1) (t1)] -> Either (t1) (t1)						
			[Either (t1) (t0)] -> Either (t0) (t1)						
			[Either (t1) (t0)] -> Either (t1) (t1)						
			(Eq t1) => [Either (t1) (t0)] -> Either (t0) (t1)						
			(Eq t1) => [Either (t1) (t0)] -> Either (t1) (t1)						
			(Ord t1) => [Either (t1) (t0)] -> Either (t0) (t1)						
			(Ord t1) => [Either (t1) (t0)] -> Either (t1) (t1)						
maybe	Maybe a -> a -> Maybe a	Just (-2.7191844750686447) 3.3661178132361487 ==> Just (-2.7191844750686447)	Maybe (b1) -> b1 -> Maybe (b1)	1	1	413	85	1	2
			Maybe (Double) -> Double -> Maybe (Double)						
			(Num b1) => Maybe (b1) -> b1 -> Maybe (b1)						
			(Ord b1) => Maybe (b1) -> b1 -> Maybe (b1)						
			(Eq b1) => Maybe (b1) -> b1 -> Maybe (b1)						
			Maybe (b1) -> b2 -> Maybe (b2)						
			Maybe (Double) -> b1 -> Maybe (b1)						
			Maybe (b1) -> Double -> Maybe (Double)						
			Maybe (b1) -> Double -> Maybe (b1)						
			(Num b2) => Maybe (b1) -> b2 -> Maybe (b2)						
maybe	Maybe a -> a -> Maybe a	Just (-2.7191844750686447) 3.3661178132361487 ==> Just (-2.7191844750686447)	Maybe (b1) -> b1 -> Maybe (b1)	2	1	413	85	1	2
		Just (-83.13519351671573) 7.613092949886862 ==> Just (-83.13519351671573)	Maybe (Double) -> Double -> Maybe (Double)						
			(Num b1) => Maybe (b1) -> b1 -> Maybe (b1)						
			(Ord b1) => Maybe (b1) -> b1 -> Maybe (b1)						
			(Eq b1) => Maybe (b1) -> b1 -> Maybe (b1)						
			Maybe (b1) -> b2 -> Maybe (b2)						
			Maybe (Double) -> b1 -> Maybe (b1)						
			Maybe (b1) -> Double -> Maybe (Double)						
			Maybe (b1) -> Double -> Maybe (b1)						
			(Num b2) => Maybe (b1) -> b2 -> Maybe (b2)						
maybe	Maybe a -> a -> Maybe a	Just (-2.7191844750686447) 3.3661178132361487 ==> Just (-2.7191844750686447)	Maybe (t0) -> t0 -> Maybe (t0)	3	1	24	3	1	2
		Just (-83.13519351671573) 7.613092949886862 ==> Just (-83.13519351671573)	(Eq t0) => Maybe (t0) -> t0 -> Maybe (t0)						
		Just " \702558d" "*f\ETXVo" ==> Just " \702558d"	(Ord t0) => Maybe (t0) -> t0 -> Maybe (t0)						
app3	(a -> b -> c -> d) -> a -> c -> b -> d	(\x y z -> case (x,y,z) of ('a',"","") -> 42.90839155266254; ('a',"","a") -> 12.233055686866768; ('a',"a","") -> -29.476821327925894; (' ',"","") -> 3.7584100809725323; _ -> error "unhandled";) '\ACK' "F^" "8S\117548/r" ==> -3.2445341883839625	(b1 -> [b1] -> [b1] -> c1) -> b1 -> [b1] -> [b1] -> c1	1	NO ANSWER	17479917	1269465	4	4
			(Char -> [Char] -> [Char] -> b1) -> Char -> [Char] -> [Char] -> b1						
			(b1 -> [b1] -> [b1] -> Double) -> b1 -> [b1] -> [b1] -> Double						
			(Char -> [Char] -> [Char] -> Double) -> Char -> [Char] -> [Char] -> Double						
			(Num c1) => (b1 -> [b1] -> [b1] -> c1) -> b1 -> [b1] -> [b1] -> c1						
			(Ord c1) => (b1 -> [b1] -> [b1] -> c1) -> b1 -> [b1] -> [b1] -> c1						
			(Eq c1) => (b1 -> [b1] -> [b1] -> c1) -> b1 -> [b1] -> [b1] -> c1						
			(Ord b1) => (b1 -> [b1] -> [b1] -> c1) -> b1 -> [b1] -> [b1] -> c1						
			(Eq b1) => (b1 -> [b1] -> [b1] -> c1) -> b1 -> [b1] -> [b1] -> c1						
			(Num b1) => (Char -> [Char] -> [Char] -> b1) -> Char -> [Char] -> [Char] -> b1						
app3	(a -> b -> c -> d) -> a -> c -> b -> d	(\x y z -> case (x,y,z) of ('a',"","") -> 42.90839155266254; ('a',"","a") -> 12.233055686866768; ('a',"a","") -> -29.476821327925894; (' ',"","") -> 3.7584100809725323; _ -> error "unhandled";) '\ACK' "F^" "8S\117548/r" ==> -3.2445341883839625	(b1 -> t0 -> t0 -> t1) -> b1 -> t0 -> t0 -> t1	2	NO ANSWER	162081	8665	4	4
		(\x y z -> case (x,y,z) of ('a',0,0) -> -1; ('a',0,1) -> 3; ('a',1,0) -> -7; (' ',0,0) -> -7; _ -> error "unhandled";) '\n' -6 -1 ==> 0	(Char -> t0 -> t0 -> t1) -> Char -> t0 -> t0 -> t1						
			(t0 -> t0 -> t0 -> t1) -> t0 -> t0 -> t0 -> t1						
			(t0 -> t1 -> t1 -> t1) -> t0 -> t1 -> t1 -> t1						
			(Eq t0) => (b1 -> t0 -> t0 -> t1) -> b1 -> t0 -> t0 -> t1						
			(Ord t0) => (b1 -> t0 -> t0 -> t1) -> b1 -> t0 -> t0 -> t1						
			(Eq t1) => (b1 -> t0 -> t0 -> t1) -> b1 -> t0 -> t0 -> t1						
			(Num t1) => (b1 -> t0 -> t0 -> t1) -> b1 -> t0 -> t0 -> t1						
			(Ord t1) => (b1 -> t0 -> t0 -> t1) -> b1 -> t0 -> t0 -> t1						
			(Ord b1) => (b1 -> t0 -> t0 -> t1) -> b1 -> t0 -> t0 -> t1						
app3	(a -> b -> c -> d) -> a -> c -> b -> d	(\x y z -> case (x,y,z) of ('a',"","") -> 42.90839155266254; ('a',"","a") -> 12.233055686866768; ('a',"a","") -> -29.476821327925894; (' ',"","") -> 3.7584100809725323; _ -> error "unhandled";) '\ACK' "F^" "8S\117548/r" ==> -3.2445341883839625	(t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3	3	NO ANSWER	26244	896	4	4
		(\x y z -> case (x,y,z) of ('a',0,0) -> -1; ('a',0,1) -> 3; ('a',1,0) -> -7; (' ',0,0) -> -7; _ -> error "unhandled";) '\n' -6 -1 ==> 0	(Eq t2) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
		(\x y z -> case (x,y,z) of (0,'a',0) -> 'e'; (0,'a',1) -> 'i'; (0,' ',0) -> '7'; (1,'a',0) -> 'k'; _ -> error "unhandled";) 3 1 '!' ==> 'R'	(Ord t2) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
			(Eq t3) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
			(Ord t3) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
			(Eq t2, Eq t3) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
			(Eq t2, Ord t3) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
			(Ord t2, Eq t3) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
			(Ord t2, Ord t3) => (t2 -> t3 -> t2 -> t3) -> t2 -> t2 -> t3 -> t3						
			(t2 -> t3 -> t2 -> t3) -> t2 -> t3 -> t3 -> t3						
appendN	Int -> [a] -> [a]	3 [0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387] ==> [0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387,0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387,0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387]	Int -> [b1] -> [b1]	1	1	337	43	1	2
			Int -> [Double] -> [Double]						
			(Eq b1) => b1 -> [c1] -> [c1]						
			(Ord b1) => b1 -> [c1] -> [c1]						
			(Num b1) => Int -> [b1] -> [b1]						
			(Ord b1) => Int -> [b1] -> [b1]						
			(Eq b1) => Int -> [b1] -> [b1]						
			(Eq b1) => b1 -> [Double] -> [Double]						
			(Ord b1) => b1 -> [Double] -> [Double]						
			(Eq b1, Num c1) => b1 -> [c1] -> [c1]						
appendN	Int -> [a] -> [a]	3 [0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387] ==> [0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387,0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387,0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387]	Int -> [b1] -> [b1]	2	1	337	43	1	2
		4 [-1.6356148331566833,-32.606310970195196] ==> [-1.6356148331566833,-32.606310970195196,-1.6356148331566833,-32.606310970195196,-1.6356148331566833,-32.606310970195196,-1.6356148331566833,-32.606310970195196]	Int -> [Double] -> [Double]						
			(Eq b1) => b1 -> [c1] -> [c1]						
			(Ord b1) => b1 -> [c1] -> [c1]						
			(Num b1) => Int -> [b1] -> [b1]						
			(Ord b1) => Int -> [b1] -> [b1]						
			(Eq b1) => Int -> [b1] -> [b1]						
			(Eq b1) => b1 -> [Double] -> [Double]						
			(Ord b1) => b1 -> [Double] -> [Double]						
			(Eq b1, Num c1) => b1 -> [c1] -> [c1]						
appendN	Int -> [a] -> [a]	3 [0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387] ==> [0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387,0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387,0.4786569642333563,27.14814708192364,-12.705488495636105,3.9532496856603387]	Int -> [b1] -> [b1]	3	1	337	43	1	2
		4 [-1.6356148331566833,-32.606310970195196] ==> [-1.6356148331566833,-32.606310970195196,-1.6356148331566833,-32.606310970195196,-1.6356148331566833,-32.606310970195196,-1.6356148331566833,-32.606310970195196]	Int -> [Double] -> [Double]						
		2 [2.3439292325958278e-2,7.049405470112451] ==> [2.3439292325958278e-2,7.049405470112451,2.3439292325958278e-2,7.049405470112451]	(Eq b1) => b1 -> [c1] -> [c1]						
			(Ord b1) => b1 -> [c1] -> [c1]						
			(Num b1) => Int -> [b1] -> [b1]						
			(Ord b1) => Int -> [b1] -> [b1]						
			(Eq b1) => Int -> [b1] -> [b1]						
			(Eq b1) => b1 -> [Double] -> [Double]						
			(Ord b1) => b1 -> [Double] -> [Double]						
			(Eq b1, Num c1) => b1 -> [c1] -> [c1]						
flatten	[[[a]]] -> [a]	[[["\810437=P","DA"],["\634905"],[],["\CAN\35249\STX\NUL\v","","N\1062546\SYNs","\1078235^j","+t"]],[["\852435\a\868057nb","\ETBB","\nvQ<"],["\199739`\DC3Tm\CAN","F\DC3","\ACK\\",",\b"],["\DC2k","\621900r7\184480","9'","\NAKs"]],[[".A\581314","\SO,s%","\528156\CAN","'ev"],["","\1093843","\645313#\428008","#","\845163L\1061199","\ETX"],["`\CANl","\224957\DC2\US",""],["\GSd","p","\284278\319509\930056_\t\45604","\284822\269672M\413323q","#E\"6\SO[","\DEL)"],["\1008188\521788\ACKV","\537876.\DC2\885813","nK\312327\555592","T\464931P\DLE+","\299179"]],[["M\781063]","*\1083503:","\460803\US\rn\SUB"],["\270651\497953","\ENQVy\542738","-c[8"],["\ETB\516047","S\837931=\574125\NAKC","c0"],["\RSt","\26862Z","\EOTT\675435.\FS","KT","\DC3_","!\888868"],["\ESC4\30585A@{","pb\427597\826516\80136",""]]] ==> ["\810437=P","DA","\634905","\CAN\35249\STX\NUL\v","","N\1062546\SYNs","\1078235^j","+t","\852435\a\868057nb","\ETBB","\nvQ<","\199739`\DC3Tm\CAN","F\DC3","\ACK\\",",\b","\DC2k","\621900r7\184480","9'","\NAKs",".A\581314","\SO,s%","\528156\CAN","'ev","","\1093843","\645313#\428008","#","\845163L\1061199","\ETX","`\CANl","\224957\DC2\US","","\GSd","p","\284278\319509\930056_\t\45604","\284822\269672M\413323q","#E\"6\SO[","\DEL)","\1008188\521788\ACKV","\537876.\DC2\885813","nK\312327\555592","T\464931P\DLE+","\299179","M\781063]","*\1083503:","\460803\US\rn\SUB","\270651\497953","\ENQVy\542738","-c[8","\ETB\516047","S\837931=\574125\NAKC","c0","\RSt","\26862Z","\EOTT\675435.\FS","KT","\DC3_","!\888868","\ESC4\30585A@{","pb\427597\826516\80136",""]	[[[[b1]]]] -> [[b1]]	1	2	91	13	1	1
			[[[b1]]] -> [b1]						
			[[[[Char]]]] -> [[Char]]						
			(Ord b1) => [[[[b1]]]] -> [[b1]]						
			(Eq b1) => [[[[b1]]]] -> [[b1]]						
			(Ord b1) => [[[b1]]] -> [b1]						
			(Eq b1) => [[[b1]]] -> [b1]						
			[[[[b1]]]] -> [[Char]]						
			[[[b1]]] -> [[Char]]						
			(Ord b1) => [[[[b1]]]] -> [[Char]]						
flatten	[[[a]]] -> [a]	[[["\810437=P","DA"],["\634905"],[],["\CAN\35249\STX\NUL\v","","N\1062546\SYNs","\1078235^j","+t"]],[["\852435\a\868057nb","\ETBB","\nvQ<"],["\199739`\DC3Tm\CAN","F\DC3","\ACK\\",",\b"],["\DC2k","\621900r7\184480","9'","\NAKs"]],[[".A\581314","\SO,s%","\528156\CAN","'ev"],["","\1093843","\645313#\428008","#","\845163L\1061199","\ETX"],["`\CANl","\224957\DC2\US",""],["\GSd","p","\284278\319509\930056_\t\45604","\284822\269672M\413323q","#E\"6\SO[","\DEL)"],["\1008188\521788\ACKV","\537876.\DC2\885813","nK\312327\555592","T\464931P\DLE+","\299179"]],[["M\781063]","*\1083503:","\460803\US\rn\SUB"],["\270651\497953","\ENQVy\542738","-c[8"],["\ETB\516047","S\837931=\574125\NAKC","c0"],["\RSt","\26862Z","\EOTT\675435.\FS","KT","\DC3_","!\888868"],["\ESC4\30585A@{","pb\427597\826516\80136",""]]] ==> ["\810437=P","DA","\634905","\CAN\35249\STX\NUL\v","","N\1062546\SYNs","\1078235^j","+t","\852435\a\868057nb","\ETBB","\nvQ<","\199739`\DC3Tm\CAN","F\DC3","\ACK\\",",\b","\DC2k","\621900r7\184480","9'","\NAKs",".A\581314","\SO,s%","\528156\CAN","'ev","","\1093843","\645313#\428008","#","\845163L\1061199","\ETX","`\CANl","\224957\DC2\US","","\GSd","p","\284278\319509\930056_\t\45604","\284822\269672M\413323q","#E\"6\SO[","\DEL)","\1008188\521788\ACKV","\537876.\DC2\885813","nK\312327\555592","T\464931P\DLE+","\299179","M\781063]","*\1083503:","\460803\US\rn\SUB","\270651\497953","\ENQVy\542738","-c[8","\ETB\516047","S\837931=\574125\NAKC","c0","\RSt","\26862Z","\EOTT\675435.\FS","KT","\DC3_","!\888868","\ESC4\30585A@{","pb\427597\826516\80136",""]	[[[[b1]]]] -> [[b1]]	2	2	91	13	1	1
		[[[],[]],[["n"]]] ==> ["n"]	[[[b1]]] -> [b1]						
